wave flux sn
499.99999999999994 1.838507656163806e-16 0.0
500.1976012218875 1.8385076561638061e-16 0.0
500.3952805362608 1.8385076561638057e-16 0.0
500.5930379739823 1.838507656163806e-16 0.0
500.7908735659264 1.8385076561638061e-16 0.0
500.98878734297995 1.838507656163806e-16 0.0
501.1867793360418 1.8385076561638061e-16 0.0
501.3848495760232 1.838507656163806e-16 0.0
501.5829980938475 1.838507656163806e-16 0.0
501.7812249204502 1.838507656163806e-16 0.0
501.9795300867793 1.8385076561638061e-16 0.0
502.1779136237946 1.8385076561638057e-16 0.0
502.37637556246864 1.838507656163806e-16 0.0
502.5749159337858 1.8385076561638057e-16 0.0
502.77353476874293 1.8385076561638061e-16 0.0
502.97223209834897 1.838507656163806e-16 0.0
503.1710079536253 1.838507656163806e-16 0.0
503.36986236560534 1.838507656163806e-16 0.0
503.56879536533495 1.8385076561638061e-16 0.0
503.7678069838723 1.838507656163806e-16 0.0
503.9668972522875 1.838507656163806e-16 0.0
504.1660662016634 1.8385076561638061e-16 0.0
504.36531386309474 1.838507656163806e-16 0.0
504.56464026768884 1.8385076561638061e-16 0.0
504.76404544656515 1.8385076561638061e-16 0.0
504.9635294308555 1.8385076561638061e-16 0.0
505.16309225170386 1.838507656163806e-16 0.0
505.3627339402667 1.838507656163806e-16 0.0
505.56245452771276 1.838507656163806e-16 0.0
505.7622540452231 1.8385076561638057e-16 0.0
505.962132523991 1.838507656163806e-16 0.0
506.1620899952221 1.838507656163806e-16 0.0
506.36212649013453 1.8385076561638064e-16 0.0
506.5622420399586 1.8385076561638061e-16 0.0
506.762436675937 1.8385076561638057e-16 0.0
506.9627104293248 1.838507656163806e-16 0.0
507.1630633313893 1.838507656163806e-16 0.0
507.36349541341036 1.8385076561638061e-16 0.0
507.56400670668 1.838507656163806e-16 0.0
507.76459724250276 1.8385076561638057e-16 0.0
507.9652670521955 1.8385076561638057e-16 0.0
508.1660161670874 1.838507656163806e-16 0.0
508.3668446185201 1.838507656163806e-16 0.0
508.56775243784756 1.8385076561638057e-16 0.0
508.76873965643625 1.838507656163806e-16 0.0
508.96980630566486 1.8385076561638057e-16 0.0
509.1709524169246 1.838507656163806e-16 0.0
509.37217802161905 1.838507656163806e-16 0.0
509.5734831511643 1.838507656163806e-16 0.0
509.77486783698913 1.838507656163806e-16 0.0
509.97633211053346 1.838507656163806e-16 0.0
510.177876003251 1.838507656163806e-16 0.0
510.37949954660746 1.8385076561638061e-16 0.0
510.58120277208104 1.8385076561638057e-16 0.0
510.7829857111622 1.8385076561638061e-16 0.0
510.984848395354 1.8385076561638061e-16 0.0
511.1867908561719 1.8385076561638057e-16 0.0
511.3888131251438 1.838507656163806e-16 0.0
511.5909152338101 1.838507656163806e-16 0.0
511.7930972137237 1.8385076561638057e-16 0.0
511.99535909644976 1.8385076561638061e-16 0.0
512.1977009135662 1.838507656163806e-16 0.0
512.4001226966633 1.8385076561638061e-16 0.0
512.6026244773436 1.838507656163806e-16 0.0
512.8052062872226 1.838507656163806e-16 0.0
513.007868157928 1.8385076561638061e-16 0.0
513.2106101210998 1.838507656163806e-16 0.0
513.413432208391 1.8385076561638061e-16 0.0
513.6163344514667 1.8385076561638061e-16 0.0
513.8193168820047 1.8385076561638057e-16 0.0
514.0223795316954 1.8385076561638061e-16 0.0
514.2255224322414 1.838507656163806e-16 0.0
514.4287456153581 1.8385076561638061e-16 0.0
514.6320491127735 1.838507656163806e-16 0.0
514.8354329562279 1.8385076561638061e-16 0.0
515.0388971774743 1.838507656163806e-16 0.0
515.242441808278 1.8385076561638057e-16 0.0
