wave flux sn
499.99999999999994 4.618122435744345e-16 0.0
500.1976012218875 4.618122435744346e-16 0.0
500.3952805362608 4.618122435744344e-16 0.0
500.5930379739823 4.618122435744345e-16 0.0
500.7908735659264 4.618122435744346e-16 0.0
500.98878734297995 4.618122435744345e-16 0.0
501.1867793360418 4.618122435744346e-16 0.0
501.3848495760232 4.618122435744345e-16 0.0
501.5829980938475 4.618122435744345e-16 0.0
501.7812249204502 4.618122435744345e-16 0.0
501.9795300867793 4.618122435744346e-16 0.0
502.1779136237946 4.618122435744344e-16 0.0
502.37637556246864 4.618122435744345e-16 0.0
502.5749159337858 4.618122435744344e-16 0.0
502.77353476874293 4.618122435744346e-16 0.0
502.97223209834897 4.618122435744345e-16 0.0
503.1710079536253 4.618122435744345e-16 0.0
503.36986236560534 4.618122435744345e-16 0.0
503.56879536533495 4.618122435744346e-16 0.0
503.7678069838723 4.618122435744345e-16 0.0
503.9668972522875 4.618122435744345e-16 0.0
504.1660662016634 4.618122435744346e-16 0.0
504.36531386309474 4.618122435744345e-16 0.0
504.56464026768884 4.618122435744346e-16 0.0
504.76404544656515 4.618122435744346e-16 0.0
504.9635294308555 4.618122435744346e-16 0.0
505.16309225170386 4.618122435744345e-16 0.0
505.3627339402667 4.618122435744345e-16 0.0
505.56245452771276 4.618122435744345e-16 0.0
505.7622540452231 4.618122435744344e-16 0.0
505.962132523991 4.618122435744345e-16 0.0
506.1620899952221 4.618122435744345e-16 0.0
506.36212649013453 4.618122435744346e-16 0.0
506.5622420399586 4.618122435744346e-16 0.0
506.762436675937 4.618122435744344e-16 0.0
506.9627104293248 4.618122435744345e-16 0.0
507.1630633313893 4.618122435744345e-16 0.0
507.36349541341036 4.618122435744346e-16 0.0
507.56400670668 4.618122435744345e-16 0.0
507.76459724250276 4.618122435744344e-16 0.0
507.9652670521955 4.618122435744344e-16 0.0
508.1660161670874 4.618122435744345e-16 0.0
508.3668446185201 4.618122435744345e-16 0.0
